"clu_A","clu_E","Cluster","cond_inh","Unique_Unique_Object"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813532"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813533"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813535"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813535"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813539"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813540"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813543"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813544"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813544"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813545"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813547"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813548"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813550"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813551"
3,7,"3_7","81.3 S1P ymptx","81.3 S1P ymptx_813552"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813553"
1,8,"1_8","81.3 S1P ymptx","81.3 S1P ymptx_813555"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813556"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813557"
3,6,"3_6","81.3 S1P ymptx","81.3 S1P ymptx_813558"
3,7,"3_7","81.3 S1P ymptx","81.3 S1P ymptx_813562"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813563"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813563"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813564"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813565"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813566"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813567"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813567"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813569"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813570"
1,3,"1_3","81.3 S1P ymptx","81.3 S1P ymptx_813571"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813572"
1,6,"1_6","8.16 His ymptx","8.16 His ymptx_813573"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813574"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813579"
1,3,"1_3","81.3 S1P ymptx","81.3 S1P ymptx_813579"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813580"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813582"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813583"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813584"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813584"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813586"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813587"
1,3,"1_3","81.3 S1P ymptx","81.3 S1P ymptx_813588"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813590"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813591"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813591"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813592"
1,3,"1_3","81.3 S1P ymptx","81.3 S1P ymptx_813592"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813594"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813596"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813597"
1,5,"1_5","11.1 UK DMSO","11.1 UK DMSO_8136"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813604"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813607"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813610"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813614"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813615"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813617"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813617"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813619"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813622"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813622"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813624"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813625"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813626"
1,8,"1_8","8.16 His ymptx","8.16 His ymptx_813630"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813630"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813631"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813634"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813636"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813637"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813639"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813639"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813641"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813641"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813642"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813642"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813643"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813644"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813644"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813645"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813645"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813646"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813646"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813647"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813648"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813648"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813649"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813651"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813652"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813653"
1,8,"1_8","81.3 S1P ymptx","81.3 S1P ymptx_813654"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813656"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813657"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813657"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813658"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813661"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813662"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813662"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813663"
1,8,"1_8","8.16 His ymptx","8.16 His ymptx_813664"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813666"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813667"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813667"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813669"
1,4,"1_4","81.3 S1P ymptx","81.3 S1P ymptx_813669"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813670"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813670"
1,8,"1_8","81.3 S1P ymptx","81.3 S1P ymptx_813671"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813675"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813677"
3,7,"3_7","81.3 S1P ymptx","81.3 S1P ymptx_813677"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813678"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813682"
1,8,"1_8","8.16 His ymptx","8.16 His ymptx_813683"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813685"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813687"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813690"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813691"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813694"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813696"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813697"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813699"
2,8,"2_8","81.3 S1P ymptx","81.3 S1P ymptx_813699"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8137"
1,3,"1_3","40.6 S1P DMSO","40.6 S1P DMSO_8137"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813701"
2,6,"2_6","81.3 S1P ymptx","81.3 S1P ymptx_813703"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813705"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813706"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813709"
1,3,"1_3","81.3 S1P ymptx","81.3 S1P ymptx_813710"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813711"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813712"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813713"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813715"
1,6,"1_6","81.3 S1P ymptx","81.3 S1P ymptx_813716"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813717"
3,8,"3_8","81.3 S1P ymptx","81.3 S1P ymptx_813717"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813718"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813719"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813720"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813722"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813723"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813724"
1,8,"1_8","8.16 His ymptx","8.16 His ymptx_813726"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813728"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813729"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813730"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813732"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813734"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813737"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813738"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813739"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813741"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813746"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813751"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813752"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813753"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813755"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813756"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813757"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813761"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813764"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813765"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813766"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813767"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813768"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813769"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813771"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813772"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813773"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813775"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813778"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813779"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813781"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813782"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813784"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813785"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813786"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813788"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813789"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813790"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813791"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813794"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813796"
2,2,"2_2","11.1 UK DMSO","11.1 UK DMSO_8138"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8138"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813801"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813806"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813812"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813815"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813820"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813821"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813822"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813823"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813828"
1,7,"1_7","8.16 His ymptx","8.16 His ymptx_813829"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813831"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813834"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813840"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813844"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813847"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813859"
2,7,"2_7","8.16 His ymptx","8.16 His ymptx_813861"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813864"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813872"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813874"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813877"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813879"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813880"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813881"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813885"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813888"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813894"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813895"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813899"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8139"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813902"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813903"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813908"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813916"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813919"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813922"
3,7,"3_7","8.16 His ymptx","8.16 His ymptx_813927"
2,8,"2_8","8.16 His ymptx","8.16 His ymptx_813930"
3,8,"3_8","8.16 His ymptx","8.16 His ymptx_813932"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8140"
2,6,"2_6","11.1 UK DMSO","11.1 UK DMSO_8142"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8143"
1,6,"1_6","11.1 UK DMSO","11.1 UK DMSO_8144"
2,7,"2_7","11.1 UK DMSO","11.1 UK DMSO_8145"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8147"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8148"
1,6,"1_6","40.6 S1P DMSO","40.6 S1P DMSO_8150"
3,6,"3_6","40.6 S1P DMSO","40.6 S1P DMSO_8152"
3,2,"3_2","11.1 UK DMSO","11.1 UK DMSO_8153"
3,6,"3_6","11.1 UK DMSO","11.1 UK DMSO_8154"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8154"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8155"
2,8,"2_8","40.6 S1P DMSO","40.6 S1P DMSO_8155"
2,7,"2_7","11.1 UK DMSO","11.1 UK DMSO_8158"
3,6,"3_6","40.6 S1P DMSO","40.6 S1P DMSO_8158"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8159"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8160"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8161"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8162"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8163"
2,3,"2_3","11.1 UK DMSO","11.1 UK DMSO_8164"
1,6,"1_6","40.6 S1P DMSO","40.6 S1P DMSO_8164"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8166"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8166"
3,7,"3_7","0.0 DMSO","0.0 DMSO_817"
1,2,"1_2","11.1 UK DMSO","11.1 UK DMSO_8170"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8170"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8171"
3,6,"3_6","11.1 UK DMSO","11.1 UK DMSO_8172"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8172"
3,7,"3_7","11.1 UK DMSO","11.1 UK DMSO_8173"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8173"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8174"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8174"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8175"
3,7,"3_7","40.6 S1P DMSO","40.6 S1P DMSO_8175"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8178"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8179"
1,6,"1_6","40.6 S1P DMSO","40.6 S1P DMSO_8179"
1,6,"1_6","40.6 S1P DMSO","40.6 S1P DMSO_8180"
2,8,"2_8","40.6 S1P DMSO","40.6 S1P DMSO_8181"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8182"
2,8,"2_8","40.6 S1P DMSO","40.6 S1P DMSO_8182"
2,8,"2_8","40.6 S1P DMSO","40.6 S1P DMSO_8183"
3,7,"3_7","40.6 S1P DMSO","40.6 S1P DMSO_8184"
2,7,"2_7","11.1 UK DMSO","11.1 UK DMSO_8185"
1,6,"1_6","40.6 S1P DMSO","40.6 S1P DMSO_8185"
2,5,"2_5","11.1 UK DMSO","11.1 UK DMSO_8187"
3,7,"3_7","0.0 DMSO","0.0 DMSO_819"
3,7,"3_7","40.6 S1P DMSO","40.6 S1P DMSO_8190"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8191"
2,5,"2_5","11.1 UK DMSO","11.1 UK DMSO_8192"
2,7,"2_7","11.1 UK DMSO","11.1 UK DMSO_8193"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8194"
2,2,"2_2","11.1 UK DMSO","11.1 UK DMSO_8195"
2,2,"2_2","11.1 UK DMSO","11.1 UK DMSO_8196"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8196"
1,6,"1_6","11.1 UK DMSO","11.1 UK DMSO_8197"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8198"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8199"
1,2,"1_2","11.1 UK DMSO","11.1 UK DMSO_8200"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8201"
2,8,"2_8","40.6 S1P DMSO","40.6 S1P DMSO_8201"
3,7,"3_7","11.1 UK DMSO","11.1 UK DMSO_8203"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8204"
3,6,"3_6","40.6 S1P DMSO","40.6 S1P DMSO_8204"
3,7,"3_7","40.6 S1P DMSO","40.6 S1P DMSO_8207"
2,2,"2_2","11.1 UK DMSO","11.1 UK DMSO_8208"
2,8,"2_8","40.6 S1P DMSO","40.6 S1P DMSO_8208"
1,3,"1_3","11.1 UK DMSO","11.1 UK DMSO_8209"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8209"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8210"
2,3,"2_3","40.6 S1P DMSO","40.6 S1P DMSO_8211"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8212"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8215"
2,6,"2_6","11.1 UK DMSO","11.1 UK DMSO_8217"
2,3,"2_3","40.6 S1P DMSO","40.6 S1P DMSO_8218"
2,6,"2_6","11.1 UK DMSO","11.1 UK DMSO_8219"
2,7,"2_7","0.0 DMSO","0.0 DMSO_822"
2,4,"2_4","11.1 UK DMSO","11.1 UK DMSO_8220"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8221"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8221"
3,7,"3_7","11.1 UK DMSO","11.1 UK DMSO_8222"
2,5,"2_5","11.1 UK DMSO","11.1 UK DMSO_8223"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8224"
2,3,"2_3","40.6 S1P DMSO","40.6 S1P DMSO_8227"
2,2,"2_2","11.1 UK DMSO","11.1 UK DMSO_8229"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8229"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8230"
1,3,"1_3","11.1 UK DMSO","11.1 UK DMSO_8231"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8231"
2,3,"2_3","11.1 UK DMSO","11.1 UK DMSO_8233"
3,6,"3_6","40.6 S1P DMSO","40.6 S1P DMSO_8233"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8234"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8235"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8236"
1,6,"1_6","11.1 UK DMSO","11.1 UK DMSO_8237"
2,7,"2_7","11.1 UK DMSO","11.1 UK DMSO_8238"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8240"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8240"
2,6,"2_6","11.1 UK DMSO","11.1 UK DMSO_8241"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8244"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8245"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8247"
2,5,"2_5","11.1 UK DMSO","11.1 UK DMSO_8248"
1,5,"1_5","11.1 UK DMSO","11.1 UK DMSO_8249"
3,7,"3_7","0.0 DMSO","0.0 DMSO_825"
2,5,"2_5","11.1 UK DMSO","11.1 UK DMSO_8254"
1,8,"1_8","11.1 UK DMSO","11.1 UK DMSO_8255"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8255"
1,6,"1_6","40.6 S1P DMSO","40.6 S1P DMSO_8256"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8258"
1,4,"1_4","40.6 S1P DMSO","40.6 S1P DMSO_8258"
3,3,"3_3","11.1 UK DMSO","11.1 UK DMSO_8259"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8260"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8261"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8261"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8262"
2,7,"2_7","11.1 UK DMSO","11.1 UK DMSO_8263"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8263"
3,6,"3_6","11.1 UK DMSO","11.1 UK DMSO_8266"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8266"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8268"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8270"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8272"
3,6,"3_6","11.1 UK DMSO","11.1 UK DMSO_8273"
2,8,"2_8","40.6 S1P DMSO","40.6 S1P DMSO_8274"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8277"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8278"
1,8,"1_8","40.6 S1P DMSO","40.6 S1P DMSO_8279"
2,6,"2_6","11.1 UK DMSO","11.1 UK DMSO_8280"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8281"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8282"
1,6,"1_6","11.1 UK DMSO","11.1 UK DMSO_8286"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8288"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8290"
2,7,"2_7","11.1 UK DMSO","11.1 UK DMSO_8291"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8292"
3,6,"3_6","40.6 S1P DMSO","40.6 S1P DMSO_8293"
1,6,"1_6","11.1 UK DMSO","11.1 UK DMSO_8294"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8295"
3,6,"3_6","40.6 S1P DMSO","40.6 S1P DMSO_8296"
3,8,"3_8","11.1 UK DMSO","11.1 UK DMSO_8297"
1,8,"1_8","11.1 UK DMSO","11.1 UK DMSO_8298"
3,7,"3_7","0.41 UK DMSO","0.41 UK DMSO_83"
3,6,"3_6","1300.0 S1P DMSO","1300.0 S1P DMSO_83"
3,6,"3_6","40.6 S1P DMSO","40.6 S1P DMSO_8300"
1,5,"1_5","11.1 UK DMSO","11.1 UK DMSO_8301"
2,6,"2_6","11.1 UK DMSO","11.1 UK DMSO_8302"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8304"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8306"
3,7,"3_7","40.6 S1P DMSO","40.6 S1P DMSO_8307"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8308"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8308"
2,7,"2_7","0.0 DMSO","0.0 DMSO_831"
2,6,"2_6","40.6 S1P DMSO","40.6 S1P DMSO_8310"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8315"
2,8,"2_8","11.1 UK DMSO","11.1 UK DMSO_8316"
2,5,"2_5","11.1 UK DMSO","11.1 UK DMSO_8317"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8317"
2,8,"2_8","40.6 S1P DMSO","40.6 S1P DMSO_8318"
2,2,"2_2","11.1 UK DMSO","11.1 UK DMSO_8319"
3,6,"3_6","40.6 S1P DMSO","40.6 S1P DMSO_8319"
2,6,"2_6","11.1 UK DMSO","11.1 UK DMSO_8320"
3,6,"3_6","40.6 S1P DMSO","40.6 S1P DMSO_8321"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8322"
1,8,"1_8","40.6 S1P DMSO","40.6 S1P DMSO_8323"
3,7,"3_7","40.6 S1P DMSO","40.6 S1P DMSO_8325"
3,5,"3_5","11.1 UK DMSO","11.1 UK DMSO_8328"
3,8,"3_8","40.6 S1P DMSO","40.6 S1P DMSO_8328"
